vRoot,vBones#Bone_Hips,vBones#Bone_SpineA,vBones#Bone_SpineB,vBones#Bone_SpineC,vBones#Bone_Neck,vBones#Bone_Head,vBones#Bone_Shoulder_L,vBones#Bone_UpperArm_L,vBones#Bone_Forearm_L,vBones#Bone_Hand_L,vBones#Bone_Shoulder_R,vBones#Bone_UpperArm_R,vBones#Bone_Forearm_R,vBones#Bone_Hand_R,vBones#Bone_UpperLeg_L,vBones#Bone_LowerLeg_L,vBones#Bone_Foot_L,vBones#Bone_Toes_L,vBones#Bone_UpperLeg_R,vBones#Bone_LowerLeg_R,vBones#Bone_Foot_R,aRoot,aBones#Bone_Hips,aBones#Bone_SpineA,aBones#Bone_SpineB,aBones#Bone_SpineC,aBones#Bone_Neck,aBones#Bone_Head,aBones#Bone_Shoulder_L,aBones#Bone_UpperArm_L,aBones#Bone_Forearm_L,aBones#Bone_Hand_L,aBones#Bone_Shoulder_R,aBones#Bone_UpperArm_R,aBones#Bone_Forearm_R,aBones#Bone_Hand_R,aBones#Bone_UpperLeg_L,aBones#Bone_LowerLeg_L,aBones#Bone_Foot_L,aBones#Bone_Toes_L,aBones#Bone_UpperLeg_R,aBones#Bone_LowerLeg_R,aBones#Bone_Foot_R,p0Root,p0Bones#Bone_Hips,p0Bones#Bone_SpineA,p0Bones#Bone_SpineB,p0Bones#Bone_SpineC,p0Bones#Bone_Neck,p0Bones#Bone_Head,p0Bones#Bone_Shoulder_L,p0Bones#Bone_UpperArm_L,p0Bones#Bone_Forearm_L,p0Bones#Bone_Hand_L,p0Bones#Bone_Shoulder_R,p0Bones#Bone_UpperArm_R,p0Bones#Bone_Forearm_R,p0Bones#Bone_Hand_R,p0Bones#Bone_UpperLeg_L,p0Bones#Bone_LowerLeg_L,p0Bones#Bone_Foot_L,p0Bones#Bone_Toes_L,p0Bones#Bone_UpperLeg_R,p0Bones#Bone_LowerLeg_R,p0Bones#Bone_Foot_R,pRoot,pBones#Bone_Hips,pBones#Bone_SpineA,pBones#Bone_SpineB,pBones#Bone_SpineC,pBones#Bone_Neck,pBones#Bone_Head,pBones#Bone_Shoulder_L,pBones#Bone_UpperArm_L,pBones#Bone_Forearm_L,pBones#Bone_Hand_L,pBones#Bone_Shoulder_R,pBones#Bone_UpperArm_R,pBones#Bone_Forearm_R,pBones#Bone_Hand_R,pBones#Bone_UpperLeg_L,pBones#Bone_LowerLeg_L,pBones#Bone_Foot_L,pBones#Bone_Toes_L,pBones#Bone_UpperLeg_R,pBones#Bone_LowerLeg_R,pBones#Bone_Foot_R,wRoot,wBones#Bone_Hips,wBones#Bone_SpineA,wBones#Bone_SpineB,wBones#Bone_SpineC,wBones#Bone_Neck,wBones#Bone_Head,wBones#Bone_Shoulder_L,wBones#Bone_UpperArm_L,wBones#Bone_Forearm_L,wBones#Bone_Hand_L,wBones#Bone_Shoulder_R,wBones#Bone_UpperArm_R,wBones#Bone_Forearm_R,wBones#Bone_Hand_R,wBones#Bone_UpperLeg_L,wBones#Bone_LowerLeg_L,wBones#Bone_Foot_L,wBones#Bone_Toes_L,wBones#Bone_UpperLeg_R,wBones#Bone_LowerLeg_R,wBones#Bone_Foot_R,pEndEff#Bone_Hand_L,pEndEff#Bone_Hand_R,pEndEff#Bone_Foot_L,pEndEff#Bone_Foot_R,wEndEff#Bone_Hand_L,wEndEff#Bone_Hand_R,wEndEff#Bone_Foot_L,wEndEff#Bone_Foot_R,p0,p
0,18.23415,15.92449,16.01272,16.01272,19.17563,19.21233,38.88044,151.0943,39.84679,55.60975,17.44441,102.8027,6.501142,74.29671,12.78375,2.055841,16.14415,7.962241,7.692255,9.495527,14.19375,0.6373692,71.21642,195.0343,151.0729,155.2126,133.2337,128.3873,287.0827,1850.967,94.21048,443.3191,167.0173,1701.034,0,398.1122,50.35762,0,35.60821,71.21642,0,61.67524,71.21642,0.03166393,0.1139604,0.2354837,0.2934693,0.3007923,0.07360583,0.07094209,0.1940585,0.02615418,0.002217816,0.006877519,0.1213075,0.01796011,0,0.004454302,0.01859145,0,0.008871957,0.06366038,0,0.04714014,0.01565722,0.03102376,0.1102517,0.2317251,0.2885728,0.2960597,0.07233943,0.06997301,0.1915958,0.02559885,0.00223483,0.0079383,0.1193235,0.01702135,0.0002235968,0.00459009,0.01652574,0,0.007886183,0.06271273,0,0.04617899,0.01542414,1.083471,1.083471,0.4281607,0.2345558,2.381797,0.482536,22.27411,0.06507729,0.7738472,0.8350299,0.6738154,0.06507751,0.7738493,0.8482265,0.6609391,1.445779,1.432617,0.4378318,0.3410684,1.446722,1.431687,0.4378318,0,0,0,0,0,0,0,0,0.0719134,0.07073787
0,18.23415,15.92449,16.01272,16.01272,19.17563,19.21233,38.88044,151.0943,39.84679,55.60975,17.44441,102.8027,6.501142,74.29671,12.78375,2.055841,16.14415,7.962241,7.692255,9.495527,14.19375,0.6373692,71.21642,195.0343,151.0729,155.2126,133.2337,128.3873,287.0827,1850.967,94.21048,443.3191,167.0173,1701.034,0,398.1122,50.35762,0,35.60821,71.21642,0,61.67524,71.21642,0.03166393,0.1139604,0.2354837,0.2934693,0.3007923,0.07360583,0.07094209,0.1940585,0.02615418,0.002217816,0.006877519,0.1213075,0.01796011,0,0.004454302,0.01859145,0,0.008871957,0.06366038,0,0.04714014,0.01565722,0.02910391,0.1028343,0.2190255,0.275373,0.2809079,0.06867763,0.0669056,0.1844857,0.02364486,0.00234124,0.009085413,0.1133917,0.01503961,0.0009581613,0.005517759,0.0123943,0,0.005914638,0.05822839,0,0.04425668,0.01468152,1.083471,1.083471,0.4281607,0.2345558,2.381797,0.482536,22.27411,0.06507729,0.7738472,0.8350299,0.6738154,0.06507751,0.7738493,0.8482265,0.6609391,1.445779,1.432617,0.4378318,0.3410684,1.446722,1.431687,0.4378318,0,0,0,0,0,0,0,0,0.0719134,0.06725458
0,18.61646,9.569424,10.87849,10.94306,17.15942,17.15942,29.31536,90.7085,36.77618,41.06564,12.44874,64.46832,7.219878,68.55658,11.98752,2.65408,16.10046,5.692367,7.506873,7.121644,13.58516,0.5213944,50.35762,167.0173,128.3873,133.2337,112.6031,112.6031,254.2936,1497.253,100.7152,1058.713,142.4329,900.8274,106.8246,507.3394,0,0,0,61.67524,0,50.35762,61.67524,0.02590241,0.08058218,0.2016562,0.249401,0.2581986,0.06220828,0.06222032,0.1718941,0.02115619,0.002370945,0.01642456,0.1034514,0.00951125,0.002012371,0.005676397,0,0,0,0.05513151,0,0.03848976,0.01355955,0.02526466,0.08908581,0.194492,0.2498999,0.2526206,0.06172495,0.06131082,0.1702159,0.02001604,0.002561953,0.00997077,0.1010202,0.01243259,0.00184179,0.008412451,0.006197151,0,0.002957319,0.05020736,0,0.04012062,0.01342936,1.083471,1.083471,0.4281607,0.2345558,2.381797,0.482536,22.27411,0.06507729,0.7738472,0.8350299,0.6738154,0.06507751,0.7738493,0.8482265,0.6609391,1.445779,1.432617,0.4378318,0.3410684,1.446722,1.431687,0.4378318,0,0,0,0,0,0,0,0,0.06133362,0.06086016
0,18.95394,4.441125,6.501142,6.501142,15.61178,15.61178,20.96558,42.89467,33.12831,13.84199,8.64106,46.15387,3.357175,67.35406,11.13449,2.373881,15.83577,3.753435,7.219878,5.035762,13.16381,0.405538,50.35762,128.3873,112.6031,106.8246,94.21048,94.21048,225.2062,960.1055,128.3873,493.4023,118.0991,811.9943,244.1177,1035.095,0,0,0,35.60821,0,50.35762,50.35762,0.02014677,0.08058218,0.1550144,0.2187391,0.2070195,0.05204718,0.05205725,0.152232,0.0135663,0.003022374,0.007654496,0.08577733,0.00857332,0.004598709,0.01158123,0,0,0,0.03183019,0,0.03848976,0.01107133,0.02014702,0.07642354,0.160865,0.2169835,0.2175221,0.05401418,0.05512682,0.1515653,0.01561203,0.002918747,0.008552691,0.08488549,0.01202253,0.003141,0.01318748,0.002065717,0,0.001971546,0.04054495,0,0.03266907,0.01090366,1.083471,1.083471,0.4281607,0.2345558,2.381797,0.482536,22.27411,0.06507729,0.7738472,0.8350299,0.6738154,0.06507751,0.7738493,0.8482265,0.6609391,1.445779,1.432617,0.4378318,0.3410684,1.446722,1.431687,0.4378318,0,0,0,0,0,0,0,0,0.05114358,0.05353612
0,19.02813,2.65408,2.65408,2.373881,14.04408,14.04408,13.79101,10.94306,28.92833,18.65425,5.934703,27.91211,11.56887,45.93969,10.34751,2.65408,15.38452,2.055841,7.022036,3.140349,12.948,0.2896467,35.60821,106.8246,94.21048,94.21048,79.62239,87.22195,191.7561,784.1915,137.91,291.4659,87.22195,1168.042,71.21642,1980.372,0,0,0,35.60821,0,35.60821,50.35762,0.01438939,0.0569802,0.1289797,0.1830103,0.182574,0.0439879,0.04819565,0.1296209,0.01108063,0.00324655,0.004521714,0.06335076,0.0123326,0.001341581,0.02215751,0,0,0,0.03183019,0,0.02721637,0.01107133,0.01438986,0.06484753,0.125711,0.1789354,0.183121,0.04869881,0.05144051,0.1302902,0.01218334,0.003316023,0.006539528,0.06814505,0.01212886,0.003995598,0.01683532,0,0,0.002957319,0.03088254,0,0.02190204,0.007657353,1.083471,1.083471,0.4281607,0.2345558,2.381797,0.482536,22.27411,0.06507729,0.7738472,0.8350299,0.6738154,0.06507751,0.7738493,0.8482265,0.6609391,1.445779,1.432617,0.4378318,0.3410684,1.446722,1.431687,0.4378318,0,0,0,0,0,0,0,0,0.04571322,0.0476077
0,18.8047,4.747762,0,0,12.39203,12.33505,8.050224,18.84212,24.12153,26.22043,4.893881,43.41701,8.882252,54.63853,9.642754,2.373881,14.68165,0,6.818455,1.678587,12.72853,0.1738228,35.60821,71.21642,71.21642,79.62239,79.62239,87.22195,163.1774,649.79,159.2448,337.8093,71.21642,1973.316,412.1952,2129.099,0,0,35.60821,35.60821,0,0,0,0.008635364,0.0569802,0.08598648,0.1383427,0.1543032,0.0439879,0.04819565,0.1103026,0.009181538,0.003748793,0.005240672,0.05172567,0.02083496,0.007764966,0.02382155,0,0,0.008871957,0.03183019,0,0,0,0.00927366,0.05960264,0.08805962,0.132826,0.1492366,0.04869881,0.05183987,0.1088484,0.01039604,0.003748414,0.004448103,0.05367891,0.01298532,0.004718727,0.01715821,0,0,0.006322959,0.02122013,0,0.01032472,0.003690442,1.083471,1.083471,0.4281607,0.2345558,2.381797,0.482536,22.27411,0.06507729,0.7738472,0.8350299,0.6738154,0.06507751,0.7738493,0.8482265,0.6609391,1.445779,1.432617,0.4378318,0.3410684,1.446722,1.431687,0.4378318,0,0,0,0,0,0,0,0,0.04238722,0.04424259
0,18.23415,7.022036,2.907398,2.907398,10.14123,10.14123,4.893881,39.31286,18.7672,31.51556,5.035762,26.19356,4.893881,41.59401,8.961206,2.055841,13.73984,0,6.391871,0,12.39203,0.05784863,35.60821,50.35762,50.35762,61.67524,94.21048,100.7152,128.3873,690.4702,178.0411,198.2582,61.67524,363.1341,275.8201,765.3713,0,0,35.60821,0,0,0,0,0.002873868,0.0569802,0.06080163,0.09782309,0.1195227,0.05204718,0.05565154,0.0867856,0.009756348,0.004191278,0.003075718,0.04479575,0.003834097,0.005195922,0.008563401,0,0,0.008871957,0,0,0,0,0.006075833,0.06161491,0.0537064,0.083685,0.1097513,0.0489269,0.05153422,0.08662663,0.009544127,0.003742898,0.003154284,0.04327673,0.01051923,0.004122471,0.0134642,0,0,0.009424461,0.01061006,0,0.003024041,0.002099993,1.083471,1.083471,0.4281607,0.2345558,2.381797,0.482536,22.27411,0.06507729,0.7738472,0.8350299,0.6738154,0.06507751,0.7738493,0.8482265,0.6609391,1.445779,1.432617,0.4378318,0.3410684,1.446722,1.431687,0.4378318,0,0,0,0,0,0,0,0,0.04293444,0.04045357
0,17.32285,8.392939,5.035762,5.035762,7.600129,7.506873,5.692367,48.73729,12.83873,33.50887,5.173754,36.48774,13.99383,57.86936,8.137257,2.055841,12.44874,1.678587,5.934703,0,11.92861,0.0580438,35.60821,0,0,35.60821,112.6031,112.6031,94.21048,762.8823,195.0343,94.21048,35.60821,1274.464,79.62239,888.069,0,0,50.35762,0,0,0,0,0.002883564,0.0569802,0,0,0.06900648,0.06220828,0.06222032,0.0636832,0.01077953,0.004591316,0.001461553,0.02586284,0.01345623,0.001499933,0.009936212,0,0,0.01254684,0,0,0,0,0.006077643,0.07258076,0.02982126,0.03710988,0.06670757,0.04337199,0.04464569,0.06203381,0.008393804,0.003730871,0.002150231,0.03742807,0.0084691,0.003079727,0.00973793,0,0,0.01226183,0.003536688,0,0,0.002969838,1.083471,1.083471,0.4281607,0.2345558,2.381797,0.482536,22.27411,0.06507729,0.7738472,0.8350299,0.6738154,0.06507751,0.7738493,0.8482265,0.6609391,1.445779,1.432617,0.4378318,0.3410684,1.446722,1.431687,0.4378318,0,0,0,0,0,0,0,0,0.04258275,0.0333513
0,15.92449,8.882252,6.2807,6.2807,4.597001,4.747762,7.783291,58.34217,6.167525,30.97448,5.173754,20.83075,11.19758,30.12127,7.219878,1.678587,10.87849,2.055841,5.30816,1.18694,11.26031,0.1737883,61.67524,0,0,0,50.35762,50.35762,61.67524,398.1122,50.35762,79.62239,50.35762,213.6493,87.22195,519.6854,0,0,61.67524,0,0,0,35.60821,0.008633649,0.09869261,0,0,0,0.02782039,0.02782577,0.04169044,0.005625328,0.001185472,0.001235238,0.03657558,0.002255784,0.001643094,0.00581453,0,0,0.01536668,0,0,0,0.007828608,0.009276934,0.09137232,0.03094897,0.01086923,0.02861508,0.02888054,0.0292855,0.03769148,0.006445803,0.003368189,0.001474148,0.04047403,0.004960773,0.002049923,0.006663967,0,0,0.01428255,0,0,0,0.006299978,1.083471,1.083471,0.4281607,0.2345558,2.381797,0.482536,22.27411,0.06507729,0.7738472,0.8350299,0.6738154,0.06507751,0.7738493,0.8482265,0.6609391,1.445779,1.432617,0.4378318,0.3410684,1.446722,1.431687,0.4378318,0,0,0,0,0,0,0,0,0.01962562,0.02250711
0,14.14404,8.392939,6.920994,6.818455,3.357175,3.140349,9.495527,61.58462,7.783291,29.64985,5.173754,26.43448,8.308585,15.61178,6.2807,1.678587,9.039472,2.907398,4.597001,1.678587,10.27921,0.289814,71.21642,50.35762,0,0,0,0,0,230.7677,225.2062,71.21642,61.67524,268.8362,94.21048,469.705,0,0,61.67524,0,0,0,50.35762,0.0143977,0.1139604,0.06080163,0,0,0,0,0,0.003260748,0.005301595,0.00110483,0.04479575,0.002838467,0.001774745,0.005255322,0,0,0.01536668,0,0,0,0.01107133,0.01439547,0.1100714,0.05596181,0.007685708,0.007667387,0.01309434,0.01309687,0.01634046,0.004647067,0.003158601,0.001351383,0.04520335,0.003376679,0.00172857,0.005116171,0.001460682,0,0.01628887,0,0,0,0.009397044,1.083471,1.083471,0.4281607,0.2345558,2.381797,0.482536,22.27411,0.06507729,0.7738472,0.8350299,0.6738154,0.06507751,0.7738493,0.8482265,0.6609391,1.445779,1.432617,0.4378318,0.3410684,1.446722,1.431687,0.4378318,0,0,0,0,0,0,0,0,0.004906109,0.01283859
